date,value,description,entryType,category,tags,metadata_json
2023-02-05,106000.00,"Faturamento PME Mensal 2/2023",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":164000,""receita_bruta_12"":1272000}"
2023-02-08,12300.00,"Folha Pro-Labore Administrador 2/2023",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":164000,""receita_bruta_12"":1272000}"
2023-02-12,2525.00,"Financiamento Imóvel SAC Parcela 86/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":86,""interest_paid"":525}"
2023-02-18,6000.00,"Aporte Fundo Offshore Swissquote 2/2023",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2023-02-14,250.00,"Abastecimento Posto Shell CAR01 (161600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":161600}"
2023-02-27,267.00,"Abastecimento Posto Ipiranga CAR01 (162500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":162500}"
2023-03-05,101000.00,"Faturamento PME Mensal 3/2023",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":164000,""receita_bruta_12"":1212000}"
2023-03-08,12300.00,"Folha Pro-Labore Administrador 3/2023",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":164000,""receita_bruta_12"":1212000}"
2023-03-12,2510.00,"Financiamento Imóvel SAC Parcela 87/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":87,""interest_paid"":510}"
2023-03-18,6000.00,"Aporte Fundo Offshore Swissquote 3/2023",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2023-03-14,255.00,"Abastecimento Posto Shell CAR01 (163350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":163350}"
2023-03-27,273.00,"Abastecimento Posto Ipiranga CAR01 (164250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":164250}"
2023-03-22,6300.00,"Depósito Judicial Trabalhista (ADC 58) Q1/2023",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2022-04-10"",""data_vencimento"":""2023-01-15""}"
2023-04-05,103500.00,"Faturamento PME Mensal 4/2023",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":164000,""receita_bruta_12"":1242000}"
2023-04-08,12300.00,"Folha Pro-Labore Administrador 4/2023",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":164000,""receita_bruta_12"":1242000}"
2023-04-12,2495.00,"Financiamento Imóvel SAC Parcela 88/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":88,""interest_paid"":495}"
2023-04-18,6000.00,"Aporte Fundo Offshore Swissquote 4/2023",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2023-04-14,260.00,"Abastecimento Posto Shell CAR01 (165100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":165100}"
2023-04-27,279.00,"Abastecimento Posto Ipiranga CAR01 (166000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":166000}"
2023-05-05,106000.00,"Faturamento PME Mensal 5/2023",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":164000,""receita_bruta_12"":1272000}"
2023-05-08,12300.00,"Folha Pro-Labore Administrador 5/2023",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":164000,""receita_bruta_12"":1272000}"
2023-05-12,2480.00,"Financiamento Imóvel SAC Parcela 89/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":89,""interest_paid"":480}"
2023-05-18,6000.00,"Aporte Fundo Offshore Swissquote 5/2023",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2023-05-14,265.00,"Abastecimento Posto Shell CAR01 (166850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":166850}"
2023-05-27,285.00,"Abastecimento Posto Ipiranga CAR01 (167750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":167750}"
2023-06-05,101000.00,"Faturamento PME Mensal 6/2023",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":164000,""receita_bruta_12"":1212000}"
2023-06-08,12300.00,"Folha Pro-Labore Administrador 6/2023",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":164000,""receita_bruta_12"":1212000}"
2023-06-12,2465.00,"Financiamento Imóvel SAC Parcela 90/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":90,""interest_paid"":465}"
2023-06-18,6000.00,"Aporte Fundo Offshore Swissquote 6/2023",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2023-06-14,270.00,"Abastecimento Posto Shell CAR01 (168600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":168600}"
2023-06-27,291.00,"Abastecimento Posto Ipiranga CAR01 (169500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":169500}"
2023-06-22,6300.00,"Depósito Judicial Trabalhista (ADC 58) Q2/2023",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2022-04-10"",""data_vencimento"":""2023-01-15""}"
2023-07-05,103500.00,"Faturamento PME Mensal 7/2023",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":164000,""receita_bruta_12"":1242000}"
2023-07-08,12300.00,"Folha Pro-Labore Administrador 7/2023",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":164000,""receita_bruta_12"":1242000}"
2023-07-12,2450.00,"Financiamento Imóvel SAC Parcela 91/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":91,""interest_paid"":450}"
2023-07-18,6000.00,"Aporte Fundo Offshore Swissquote 7/2023",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2023-07-14,275.00,"Abastecimento Posto Shell CAR01 (170350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":170350}"
2023-07-27,297.00,"Abastecimento Posto Ipiranga CAR01 (171250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":171250}"
2023-08-05,106000.00,"Faturamento PME Mensal 8/2023",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":164000,""receita_bruta_12"":1272000}"
2023-08-08,12300.00,"Folha Pro-Labore Administrador 8/2023",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":164000,""receita_bruta_12"":1272000}"
2023-08-12,2435.00,"Financiamento Imóvel SAC Parcela 92/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":92,""interest_paid"":435}"
2023-08-18,6000.00,"Aporte Fundo Offshore Swissquote 8/2023",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2023-08-14,280.00,"Abastecimento Posto Shell CAR01 (172100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":172100}"
2023-08-27,303.00,"Abastecimento Posto Ipiranga CAR01 (173000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":173000}"
2023-09-05,101000.00,"Faturamento PME Mensal 9/2023",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":164000,""receita_bruta_12"":1212000}"
2023-09-08,12300.00,"Folha Pro-Labore Administrador 9/2023",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":164000,""receita_bruta_12"":1212000}"
2023-09-12,2420.00,"Financiamento Imóvel SAC Parcela 93/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":93,""interest_paid"":420}"
2023-09-18,6000.00,"Aporte Fundo Offshore Swissquote 9/2023",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2023-09-14,285.00,"Abastecimento Posto Shell CAR01 (173850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":173850}"
2023-09-27,309.00,"Abastecimento Posto Ipiranga CAR01 (174750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":174750}"
2023-09-22,6300.00,"Depósito Judicial Trabalhista (ADC 58) Q3/2023",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2022-04-10"",""data_vencimento"":""2023-01-15""}"
2023-10-05,103500.00,"Faturamento PME Mensal 10/2023",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":164000,""receita_bruta_12"":1242000}"
2023-10-08,12300.00,"Folha Pro-Labore Administrador 10/2023",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":164000,""receita_bruta_12"":1242000}"
2023-10-12,2405.00,"Financiamento Imóvel SAC Parcela 94/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":94,""interest_paid"":405}"
2023-10-18,6000.00,"Aporte Fundo Offshore Swissquote 10/2023",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2023-10-14,290.00,"Abastecimento Posto Shell CAR01 (175600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":175600}"
2023-10-27,315.00,"Abastecimento Posto Ipiranga CAR01 (176500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":176500}"
2023-11-05,106000.00,"Faturamento PME Mensal 11/2023",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":164000,""receita_bruta_12"":1272000}"
2023-11-08,12300.00,"Folha Pro-Labore Administrador 11/2023",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":164000,""receita_bruta_12"":1272000}"
2023-11-12,2390.00,"Financiamento Imóvel SAC Parcela 95/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":95,""interest_paid"":390}"
2023-11-18,6000.00,"Aporte Fundo Offshore Swissquote 11/2023",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2023-11-14,295.00,"Abastecimento Posto Shell CAR01 (177350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":177350}"
2023-11-27,321.00,"Abastecimento Posto Ipiranga CAR01 (178250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":178250}"
2023-12-05,101000.00,"Faturamento PME Mensal 12/2023",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":164000,""receita_bruta_12"":1212000}"
2023-12-08,12300.00,"Folha Pro-Labore Administrador 12/2023",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":164000,""receita_bruta_12"":1212000}"
2023-12-12,2375.00,"Financiamento Imóvel SAC Parcela 96/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":96,""interest_paid"":375}"
2023-12-18,6000.00,"Aporte Fundo Offshore Swissquote 12/2023",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2023-12-14,300.00,"Abastecimento Posto Shell CAR01 (179100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":179100}"
2023-12-27,327.00,"Abastecimento Posto Ipiranga CAR01 (180000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":180000}"
2023-12-22,6300.00,"Depósito Judicial Trabalhista (ADC 58) Q4/2023",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2022-04-10"",""data_vencimento"":""2023-01-15""}"
2024-01-05,111500.00,"Faturamento PME Mensal 1/2024",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":176000,""receita_bruta_12"":1338000}"
2024-01-08,13200.00,"Folha Pro-Labore Administrador 1/2024",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":176000,""receita_bruta_12"":1338000}"
2024-01-12,2360.00,"Financiamento Imóvel SAC Parcela 97/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":97,""interest_paid"":360}"
2024-01-18,6500.00,"Aporte Fundo Offshore Swissquote 1/2024",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2024-01-14,245.00,"Abastecimento Posto Shell CAR01 (180850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":180850}"
2024-01-27,261.00,"Abastecimento Posto Ipiranga CAR01 (181750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":181750}"
2024-02-05,114000.00,"Faturamento PME Mensal 2/2024",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":176000,""receita_bruta_12"":1368000}"
2024-02-08,13200.00,"Folha Pro-Labore Administrador 2/2024",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":176000,""receita_bruta_12"":1368000}"
2024-02-12,2345.00,"Financiamento Imóvel SAC Parcela 98/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":98,""interest_paid"":345}"
2024-02-18,6500.00,"Aporte Fundo Offshore Swissquote 2/2024",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2024-02-14,250.00,"Abastecimento Posto Shell CAR01 (182600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":182600}"
2024-02-27,267.00,"Abastecimento Posto Ipiranga CAR01 (183500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":183500}"
2024-03-05,109000.00,"Faturamento PME Mensal 3/2024",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":176000,""receita_bruta_12"":1308000}"
2024-03-08,13200.00,"Folha Pro-Labore Administrador 3/2024",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":176000,""receita_bruta_12"":1308000}"
2024-03-12,2330.00,"Financiamento Imóvel SAC Parcela 99/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":99,""interest_paid"":330}"
2024-03-18,6500.00,"Aporte Fundo Offshore Swissquote 3/2024",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2024-03-14,255.00,"Abastecimento Posto Shell CAR01 (184350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":184350}"
2024-03-27,273.00,"Abastecimento Posto Ipiranga CAR01 (185250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":185250}"
2024-03-22,6700.00,"Depósito Judicial Trabalhista (ADC 58) Q1/2024",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2023-04-10"",""data_vencimento"":""2024-01-15""}"
2024-04-05,111500.00,"Faturamento PME Mensal 4/2024",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":176000,""receita_bruta_12"":1338000}"
2024-04-08,13200.00,"Folha Pro-Labore Administrador 4/2024",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":176000,""receita_bruta_12"":1338000}"
2024-04-12,2315.00,"Financiamento Imóvel SAC Parcela 100/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":100,""interest_paid"":315}"
2024-04-18,6500.00,"Aporte Fundo Offshore Swissquote 4/2024",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2024-04-14,260.00,"Abastecimento Posto Shell CAR01 (186100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":186100}"
2024-04-27,279.00,"Abastecimento Posto Ipiranga CAR01 (187000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":187000}"
2024-05-05,114000.00,"Faturamento PME Mensal 5/2024",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":176000,""receita_bruta_12"":1368000}"
2024-05-08,13200.00,"Folha Pro-Labore Administrador 5/2024",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":176000,""receita_bruta_12"":1368000}"
2024-05-12,2300.00,"Financiamento Imóvel SAC Parcela 101/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":101,""interest_paid"":300}"
2024-05-18,6500.00,"Aporte Fundo Offshore Swissquote 5/2024",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2024-05-14,265.00,"Abastecimento Posto Shell CAR01 (187850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":187850}"
2024-05-27,285.00,"Abastecimento Posto Ipiranga CAR01 (188750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":188750}"
2024-06-05,109000.00,"Faturamento PME Mensal 6/2024",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":176000,""receita_bruta_12"":1308000}"
2024-06-08,13200.00,"Folha Pro-Labore Administrador 6/2024",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":176000,""receita_bruta_12"":1308000}"
2024-06-12,2285.00,"Financiamento Imóvel SAC Parcela 102/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":102,""interest_paid"":285}"
2024-06-18,6500.00,"Aporte Fundo Offshore Swissquote 6/2024",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2024-06-14,270.00,"Abastecimento Posto Shell CAR01 (189600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":189600}"
2024-06-27,291.00,"Abastecimento Posto Ipiranga CAR01 (190500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":190500}"
2024-06-22,6700.00,"Depósito Judicial Trabalhista (ADC 58) Q2/2024",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2023-04-10"",""data_vencimento"":""2024-01-15""}"
2024-07-05,111500.00,"Faturamento PME Mensal 7/2024",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":176000,""receita_bruta_12"":1338000}"
2024-07-08,13200.00,"Folha Pro-Labore Administrador 7/2024",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":176000,""receita_bruta_12"":1338000}"
2024-07-12,2270.00,"Financiamento Imóvel SAC Parcela 103/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":103,""interest_paid"":270}"
2024-07-18,6500.00,"Aporte Fundo Offshore Swissquote 7/2024",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2024-07-14,275.00,"Abastecimento Posto Shell CAR01 (191350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":191350}"
2024-07-27,297.00,"Abastecimento Posto Ipiranga CAR01 (192250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":192250}"
2024-08-05,114000.00,"Faturamento PME Mensal 8/2024",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":176000,""receita_bruta_12"":1368000}"
2024-08-08,13200.00,"Folha Pro-Labore Administrador 8/2024",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":176000,""receita_bruta_12"":1368000}"
2024-08-12,2255.00,"Financiamento Imóvel SAC Parcela 104/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":104,""interest_paid"":255}"
2024-08-18,6500.00,"Aporte Fundo Offshore Swissquote 8/2024",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2024-08-14,280.00,"Abastecimento Posto Shell CAR01 (193100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":193100}"
2024-08-27,303.00,"Abastecimento Posto Ipiranga CAR01 (194000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":194000}"
2024-09-05,109000.00,"Faturamento PME Mensal 9/2024",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":176000,""receita_bruta_12"":1308000}"
2024-09-08,13200.00,"Folha Pro-Labore Administrador 9/2024",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":176000,""receita_bruta_12"":1308000}"
2024-09-12,2240.00,"Financiamento Imóvel SAC Parcela 105/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":105,""interest_paid"":240}"
2024-09-18,6500.00,"Aporte Fundo Offshore Swissquote 9/2024",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2024-09-14,285.00,"Abastecimento Posto Shell CAR01 (194850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":194850}"
2024-09-27,309.00,"Abastecimento Posto Ipiranga CAR01 (195750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":195750}"
2024-09-22,6700.00,"Depósito Judicial Trabalhista (ADC 58) Q3/2024",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2023-04-10"",""data_vencimento"":""2024-01-15""}"
2024-10-05,111500.00,"Faturamento PME Mensal 10/2024",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":176000,""receita_bruta_12"":1338000}"
2024-10-08,13200.00,"Folha Pro-Labore Administrador 10/2024",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":176000,""receita_bruta_12"":1338000}"
2024-10-12,2225.00,"Financiamento Imóvel SAC Parcela 106/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":106,""interest_paid"":225}"
2024-10-18,6500.00,"Aporte Fundo Offshore Swissquote 10/2024",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2024-10-14,290.00,"Abastecimento Posto Shell CAR01 (196600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":196600}"
2024-10-27,315.00,"Abastecimento Posto Ipiranga CAR01 (197500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":197500}"
2024-11-05,114000.00,"Faturamento PME Mensal 11/2024",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":176000,""receita_bruta_12"":1368000}"
2024-11-08,13200.00,"Folha Pro-Labore Administrador 11/2024",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":176000,""receita_bruta_12"":1368000}"
